Name,Ingredients,Station,Location,Meal Type,Item ID
Apple Cinnamon Muffin,"Ingredients: Apple Pie Filling (apple slices, water, high fructose corn syrup, food starch modified [corn], apple juice concentrate, natural fruit flavor, potassium sorbate [preservative], citric acid, spices, ascorbic acid to protect color), True Balance Vegan Buttery Spread ((palm kernel and palm oil, canola oil, water, sunflower oil, salt, pea protein, less than 2% of: sunflower lecithin, olive oil, lactic acid, natural flavor, annatto [extract] [color], vitamin a palmitate) ), Light Brown Sugar (brown sugar [when produced at chalmette or crockett facilities] sugar, molasses [when produced at south bay facility]), Gluten-Free All-Purpose Flour (sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sweet white sorghum flour, tapioca flour, xanthan gum), Granulated Sugar, True Balance Oat Milk (oat base [water, oats], low erucic acid rapeseed oil, contains 2% of less of: dipotassium phosphate, calcium carbonate, tricalcium phosphate, sea salt, dicalcium phosphate, riboflavin, vitamin a, acetate, vitamin d2, vitamin b12), True Balance Vegan Buttery Spread ((palm kernel and palm oil, canola oil, water, sunflower oil, salt, pea protein, less than 2% of: sunflower lecithin, olive oil, lactic acid, natural flavor, annatto [extract] [color], vitamin a palmitate) ), Ground Cinnamon, Vegan Egg Replacer Powder (potato starch, tapioca flour, baking soda, psyllium husk fiber [MAY CONTAIN SESAME SEEDS, SOY, TREENUTS]), Baking Powder (sodium bicarbonate, cornstarch, sodium aluminum sulfate, monocalcium phosphate, silicon dioxide), Xanthan Gum, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Imitation Vanilla Extract  (water, vanillin, caramel color, ethyl vanillin and 0.1% potassium sorbate [added as a preservative])",True Balance,West,breakfast,36
Fresh Fruit Salad,"Ingredients: Fresh Grapes, Fresh Pineapple, Fresh Cantaloupe, Fresh Honeydew Melon",True Balance,West,breakfast,37
Oatmeal,"Ingredients: Water, Gluten Free Whole-Grain Oats (gluten free oats)",True Balance,West,breakfast,38
Dried Cranberries,"Ingredients: Sweetened Dried Cranberries (cranberries, sugar, sunflower oil)",True Balance,West,breakfast,39
Raisins,Ingredients: Dark Seedless Raisins,True Balance,West,breakfast,40
Brown Sugar,"Ingredients: Light Brown Sugar (brown sugar [when produced at chalmette or crockett facilities] sugar, molasses [when produced at south bay facility])",True Balance,West,breakfast,41
Pork Burrito Bowl,"Ingredients: Fresh Lettuce, Vegan Shredded Cheddar Cheese (cheddar-style cheese [filtered water, modified potato starch, palm oil, sunflower oil, sea salt, cellulose gum, tapioca starch, yeast extract, cellulose gel, konjac powder [thickener], cultured dextrose, citric acid, locust bean gum, natural flavors, annatto [color], paprika extract [color], probiotic cultures [bacillus subtilis], powdered cellulose [to prevent caking]), Sliced Jalapeno Peppers (jalapeño peppers, water, salt, distilled vinegar, sodium benzoate [preservative], calcium chloride), Pork Shoulder and Butt, Canned Pinto Beans (prepared pinto beans, water, salt, calcium chloride [firming agent], calcium disodium edta [promotes color retention]), Water, Crushed Tomatillo (tomatillos, water, contains 2% or less of modified cornstarch, citric acid [to acidify]), Whole Grain Brown Rice ((long grain parboiled brown rice)  ), Medium Thick & Chunky Salsa (tomatoes [tomatoes, tomato juice, citric acid [to acidify], calcium chloride [firming]], onions, dehydrated onion, tomato puree [tomato paste, water], jalapeno peppers, green chile peppers [green chile peppers, citric acid [to acidify]], water, contains 2% or less of salt, distilled vinegar, garlic, dehydrated garlic, xanthan gum, spice, paprika, natural flavor), Fresh Yellow Onion, Fresh Yellow Onion, Fresh Jalapeno Pepper, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Low-Sodium Gluten-Free Vegetable Base (sauteed vegetable puree mix [carrots, onions, celery], salt, sugar, maltodextrin, corn oil, 2% or less of yeast extract, water, potato starch, xanthan gum, natural flavors, carrot juice concentrate), Fresh Garlic, Canola Oil, Dark Chili Powder (chili pepper, spices, salt, silicon dioxide [to make free flowing] and garlic), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Cumin, Fresh Cilantro, Ground Black Pepper",True Balance,West,lunch,115
Chocolate Chip Cookie,"Ingredients: Enjoy Life Semi-Sweet Chocolate Chips (cane sugar, unsweetened chocolate, cocoa butter), Gluten-Free All-Purpose Flour (sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sweet white sorghum flour, tapioca flour, xanthan gum), True Balance Vegan Buttery Spread ((palm kernel and palm oil, canola oil, water, sunflower oil, salt, pea protein, less than 2% of: sunflower lecithin, olive oil, lactic acid, natural flavor, annatto [extract] [color], vitamin a palmitate) ), Granulated Sugar, Light Brown Sugar (brown sugar [when produced at chalmette or crockett facilities] sugar, molasses [when produced at south bay facility]), Water, Imitation Vanilla Extract  (water, vanillin, caramel color, ethyl vanillin and 0.1% potassium sorbate [added as a preservative]), Vegan Egg Replacer Powder (potato starch, tapioca flour, baking soda, psyllium husk fiber [MAY CONTAIN SESAME SEEDS, SOY, TREENUTS]), Baking Soda (sodium bicarbonate), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Baking Powder (sodium bicarbonate, cornstarch, sodium aluminum sulfate, monocalcium phosphate, silicon dioxide)",True Balance,West,lunch,116
Fresh Fruit Cup,"Ingredients: Fresh Pineapple, Fresh Honeydew Melon, Fresh Cantaloupe, Fresh Grapes, Fresh Grapes",True Balance,West,lunch,117
Vegetable Soup With Brown Rice,"Ingredients: Water, Whole Grain Brown Rice ((long grain parboiled brown rice)  ), Chunky Diced Tomatoes (vine ripened tomatoes, tomato juice, sea salt, calcium chloride, citric acid), Frozen Green Beans, Fresh Carrot, Fresh Celery, Fresh Yellow Onion, Fresh Cabbage, Frozen Corn Kernels, Low-Sodium Gluten-Free Vegetable Base (sauteed vegetable puree mix [carrots, onions, celery], salt, sugar, maltodextrin, corn oil, 2% or less of yeast extract, water, potato starch, xanthan gum, natural flavors, carrot juice concentrate), Canola Oil, Fresh Garlic, Fresh Parsley, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper, Whole Thyme Leaves, Dried Bay Leaves",True Balance,West,lunch,118
Penne,"Ingredients: Water, Gluten-Free Penne Rigate (corn flour, rice flour, mono and diglycerides)",True Balance,West,lunch,119
Pork Burrito Bowl,"Ingredients: Fresh Lettuce, Vegan Shredded Cheddar Cheese (cheddar-style cheese [filtered water, modified potato starch, palm oil, sunflower oil, sea salt, cellulose gum, tapioca starch, yeast extract, cellulose gel, konjac powder [thickener], cultured dextrose, citric acid, locust bean gum, natural flavors, annatto [color], paprika extract [color], probiotic cultures [bacillus subtilis], powdered cellulose [to prevent caking]), Sliced Jalapeno Peppers (jalapeño peppers, water, salt, distilled vinegar, sodium benzoate [preservative], calcium chloride), Pork Shoulder and Butt, Canned Pinto Beans (prepared pinto beans, water, salt, calcium chloride [firming agent], calcium disodium edta [promotes color retention]), Water, Crushed Tomatillo (tomatillos, water, contains 2% or less of modified cornstarch, citric acid [to acidify]), Whole Grain Brown Rice ((long grain parboiled brown rice)  ), Medium Thick & Chunky Salsa (tomatoes [tomatoes, tomato juice, citric acid [to acidify], calcium chloride [firming]], onions, dehydrated onion, tomato puree [tomato paste, water], jalapeno peppers, green chile peppers [green chile peppers, citric acid [to acidify]], water, contains 2% or less of salt, distilled vinegar, garlic, dehydrated garlic, xanthan gum, spice, paprika, natural flavor), Fresh Yellow Onion, Fresh Yellow Onion, Fresh Jalapeno Pepper, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Low-Sodium Gluten-Free Vegetable Base (sauteed vegetable puree mix [carrots, onions, celery], salt, sugar, maltodextrin, corn oil, 2% or less of yeast extract, water, potato starch, xanthan gum, natural flavors, carrot juice concentrate), Fresh Garlic, Canola Oil, Dark Chili Powder (chili pepper, spices, salt, silicon dioxide [to make free flowing] and garlic), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Cumin, Fresh Cilantro, Ground Black Pepper",True Balance,West,dinner,186
Chocolate Chip Cookie,"Ingredients: Enjoy Life Semi-Sweet Chocolate Chips (cane sugar, unsweetened chocolate, cocoa butter), Gluten-Free All-Purpose Flour (sweet white rice flour, whole grain brown rice flour, potato starch, whole grain sweet white sorghum flour, tapioca flour, xanthan gum), True Balance Vegan Buttery Spread ((palm kernel and palm oil, canola oil, water, sunflower oil, salt, pea protein, less than 2% of: sunflower lecithin, olive oil, lactic acid, natural flavor, annatto [extract] [color], vitamin a palmitate) ), Granulated Sugar, Light Brown Sugar (brown sugar [when produced at chalmette or crockett facilities] sugar, molasses [when produced at south bay facility]), Water, Imitation Vanilla Extract  (water, vanillin, caramel color, ethyl vanillin and 0.1% potassium sorbate [added as a preservative]), Vegan Egg Replacer Powder (potato starch, tapioca flour, baking soda, psyllium husk fiber [MAY CONTAIN SESAME SEEDS, SOY, TREENUTS]), Baking Soda (sodium bicarbonate), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Baking Powder (sodium bicarbonate, cornstarch, sodium aluminum sulfate, monocalcium phosphate, silicon dioxide)",True Balance,West,dinner,187
Fresh Fruit Cup,"Ingredients: Fresh Pineapple, Fresh Honeydew Melon, Fresh Cantaloupe, Fresh Grapes, Fresh Grapes",True Balance,West,dinner,188
Vegetable Soup With Brown Rice,"Ingredients: Water, Whole Grain Brown Rice ((long grain parboiled brown rice)  ), Chunky Diced Tomatoes (vine ripened tomatoes, tomato juice, sea salt, calcium chloride, citric acid), Frozen Green Beans, Fresh Carrot, Fresh Celery, Fresh Yellow Onion, Fresh Cabbage, Frozen Corn Kernels, Low-Sodium Gluten-Free Vegetable Base (sauteed vegetable puree mix [carrots, onions, celery], salt, sugar, maltodextrin, corn oil, 2% or less of yeast extract, water, potato starch, xanthan gum, natural flavors, carrot juice concentrate), Canola Oil, Fresh Garlic, Fresh Parsley, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper, Whole Thyme Leaves, Dried Bay Leaves",True Balance,West,dinner,189
Penne,"Ingredients: Water, Gluten-Free Penne Rigate (corn flour, rice flour, mono and diglycerides)",True Balance,West,dinner,190
Vegan Breakfast Bowl,"Ingredients: Vegan Chorizo Sausage Crumbles (water, soy flour, corn oil, onions, paprika. contains 2% or less of garlic [garlic, water], salt, soy protein isolate, spices, citric acid, cooked onion and carrot juice concentrate, garlic powder, vinegar solids, onion powder, sugar, paprika extract color, natural flavor, faba bean protein, pea protein), Medium Thick & Chunky Salsa (tomatoes [tomatoes, tomato juice, citric acid [to acidify], calcium chloride [firming]], onions, dehydrated onion, tomato puree [tomato paste, water], jalapeno peppers, green chile peppers [green chile peppers, citric acid [to acidify]], water, contains 2% or less of salt, distilled vinegar, garlic, dehydrated garlic, xanthan gum, spice, paprika, natural flavor), Vegan Shredded Cheddar Cheese (cheddar-style cheese [filtered water, modified potato starch, palm oil, sunflower oil, sea salt, cellulose gum, tapioca starch, yeast extract, cellulose gel, konjac powder [thickener], cultured dextrose, citric acid, locust bean gum, natural flavors, annatto [color], paprika extract [color], probiotic cultures [bacillus subtilis], powdered cellulose [to prevent caking]), Frozen Corn Kernels, Vegan Liquid Egg (water, mung bean protein, expeller-pressed canola oil, contains less than 2% of dehydrated onion, gellan gum, carrot extractives [color], turmeric extractives [color], potassium citrate, salt, sugar, tapioca syrup solids, tetrasodium pyrophosphate, transglutaminase, nisin [preservative] [MADE IN A FACILITY THAT PROCESSES EGG]), Frozen Cauliflower, Black Beans (black beans, water, salt, calcium chloride), Fresh Bell Pepper, Fresh Yellow Onion, Fresh Cilantro, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Jalapeno Pepper, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Fresh Garlic, Ground Cumin, Dark Chili Powder (chili pepper, spices, salt, silicon dioxide [to make free flowing] and garlic), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Vegan,West,breakfast,29
Tofu Banh Mi,"Ingredients: Extra Firm Tofu (water, organic soybeans, less than 2% of magnesium chloride, calcium sulfate), Fresh Cucumber, Fresh Daikon Radish, Light Soy Sauce (water, soybeans, wheat, salt, lactic acid, sodium benzoate: less than 1/10 of 1% as a preservative), Fresh Carrot, Seasoned Rice Wine Vinegar (rice wine vinegar [diluted with water to 4.5% acidity], sugar, salt, potassium metabisulfite [preservative], caramel color), White Vinegar (distilled white vinegar diluted with water to 5% [50 grains] acidity), Fresh Cilantro, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Fresh Jalapeno Pepper, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Light Brown Sugar (brown sugar [when produced at chalmette or crockett facilities] sugar, molasses [when produced at south bay facility]), Mirin Cooking Wine (glucose syrup, water, alcohol, rice, corn syrup, salt), Fresh Cilantro, Granulated Sugar, ""SAUCE CHILI SRIRACHA THAI KITCHEN"" (ingredient details unavailable at this time), Fresh Gingerroot, Aquafaba Reserved Liquid (cooked dried chick pea liquid, water, salt), Agave Nectar (organic agave nectar, water), Low Sodium Garbanzo Beans (prepared chick peas, water, salt, calcium chloride [firming agent], disodium edta [promotes color retention]), Bottled Lemon Juice (filtered water, lemon juice concentrate, sodium bisulfite [preservative], sodium benzoate [preservative], lemon oil), Dijon Mustard (distilled white vinegar, water, mustard seed, salt, white wine, fruit pectin, citric acid, tartaric acid, sugar, spices), Fresh Garlic, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper, Baguette Bread (unbleached, unbromated enriched wheat flour [malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin and folic acid], water, yeast, malted barley flour, sugar, contains 2% or less of the following: salt, soybean oil, wheat gluten, calcium propionate, ascorbic acid, enzymes, organic sesame flour)",Vegan,West,lunch,103
Crispy Yucca Chili Fries,"Ingredients: Yuca Fries (cassava and salt), Scallion, Non-Fat Plain Greek Yogurt (cultured grade a non fat milk), Chunky Diced Tomatoes (vine ripened tomatoes, tomato juice, sea salt, calcium chloride, citric acid), Buttermilk (cultured pasteurized fat free milk, salt, and sodium citrate), Ground Beef, Tomato Puree (vine ripened tomatoes, water, tomato paste, salt), Canned Pinto Beans (prepared pinto beans, water, salt, calcium chloride [firming agent], calcium disodium edta [promotes color retention]), Black Beans (black beans, water, salt, calcium chloride), Dark Red Kidney Beans (prepared dark kidney beans, water, salt, sugar, dextrose, calcium chloride [firming agent], and disodium edta [to promote color retention]), Fresh Yellow Onion, Chipotle Pepper Flavor Concentrate (red bell pepper puree [red peppers, water, salt, citric acid], maltodextrin, vegetable oil [corn and/or canola oil], onions, chipotle powder, salt, sugar, olive oil, jalapeno peppers, spices, carrot, celery, onion powder, vinegar, modified cornstarch, 2% or less of palm oil, garlic, yeast extract, natural smoke flavor, citric acid, natural), Fresh Cilantro, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Fresh Bell Pepper, Fresh Bell Pepper, Fresh Bell Pepper, Dark Chili Powder (chili pepper, spices, salt, silicon dioxide [to make free flowing] and garlic), Fresh Garlic, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Cumin",Vegan,West,lunch,104
Gardenburger Black Bean Burger,"Ingredients: Black Bean Burger Patty (water, cooked black beans [black beans, water], cooked brown rice [water, brown rice], soy protein concentrate, onions, whole kernel corn, hydrated bulgur wheat [water, bulgur wheat], soy protein isolate, green chiles, canola oil, contains two percent or less of salt, spices, red bell peppers, black bean powder, methylcellulose, yeast extract, sugar, onion powder, tomato powder, caramel color, natural flavor, garlic powder, paprika [color], turmeric [color])",Vegan,West,lunch,105
Steamed Green Peas,"Ingredients: Frozen Green Peas, Garlic & Herb Salt-Free Seasoning (garlic, spices [including oregano, rosemary, basil, red pepper], orange peel, onion, paprika, celery)",Vegan,West,dinner,173
Aloo Gobi,"Ingredients: Diced Potato Cubes in Water, Extra Firm Tofu (water, organic soybeans, less than 2% of magnesium chloride, calcium sulfate), Fresh Cauliflower, Fresh Tomatoes, Water, Fresh Yellow Onion, Indian Curry Paste (ground onion [onion, citric acid], water, canola oil, spices [paprika [color], cumin, coriander, black pepper, turmeric, cayenne, cardamom], ground garlic [garlic, citric acid], ginger puree [ginger, phosphoric acid], distilled vinegar, salt, dehydrated onion), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Garlic, Fresh Gingerroot, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Fresh Cilantro, Whole Cumin Seed",Vegan,West,dinner,174
Achiote Chicken ,"Ingredients: Halal Chicken Thigh ((boneless skinless thigh meat)), Orange Juice (100% orange juice from concentrate contains pure filtered water, premium concentrated orange juice, ascorbic acid [vitamin c]**. **ingredient not found in regular orange juice from concentrate), Achiote Paste (water, corn flour, annatto seed, salt, garlic, spices, acetic acid and sodium benzoate as preservative [MAY CONTAIN SESAME SEEDS]), Fresh Jalapeno Pepper, Fresh Cilantro, Fresh Garlic, Ground Black Pepper, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps])",Wraps N Bowls,West,lunch,63
Streets Cumin Roasted Vegetables,"Ingredients: Fresh Broccoli, Fresh Yellow Squash, Fresh Zucchini, Fresh Yellow Onion, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Garlic, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Cumin",Wraps N Bowls,West,lunch,64
Cilantro-Lime Brown Rice,"Ingredients: Water, Whole Grain Brown Rice ((long grain parboiled brown rice)  ), Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Low-Sodium Gluten-Free Vegetable Base (sauteed vegetable puree mix [carrots, onions, celery], salt, sugar, maltodextrin, corn oil, 2% or less of yeast extract, water, potato starch, xanthan gum, natural flavors, carrot juice concentrate), Fresh Cilantro, Ground Black Pepper",Wraps N Bowls,West,lunch,65
Sauteed Onions,"Ingredients: Fresh Yellow Onion, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Wraps N Bowls,West,lunch,66
Black Beans,"Ingredients: Water, Dried Black Beans",Wraps N Bowls,West,lunch,67
Pinto Beans,"Ingredients: Water, Dried Pinto Beans",Wraps N Bowls,West,lunch,68
Pico De Gallo,"Ingredients: Fresh Tomatoes, Fresh Yellow Onion, Fresh Jalapeno Pepper, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Fresh Garlic, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Fresh Cilantro",Wraps N Bowls,West,dinner,69
Chili Lime Corn Salad,"Ingredients: Frozen Corn Kernels, Mayonnaise (soybean oil, distilled vinegar, egg yolk, high fructose corn syrup, contains less than 2% of salt, water, mustard seed, calcium sodium edta [to protect flavor]), Scallion, Fresh Cilantro, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Granulated Sugar, Dark Chili Powder (chili pepper, spices, salt, silicon dioxide [to make free flowing] and garlic), Fresh Lime, Fresh Garlic, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Wraps N Bowls,West,lunch,70
Streets Crema,"Ingredients: Sour Cream (cultured milk and cream, modified corn starch, guar gum, sodium citrate, carrageenan, locust bean gum, enzymes), Water, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps])",Wraps N Bowls,West,lunch,71
Salsa Roja,"Ingredients: Chunky Diced Tomatoes (vine ripened tomatoes, tomato juice, sea salt, calcium chloride, citric acid), Tomato Paste (vine ripened fresh tomatoes, citric acid), Red Wine Vinegar (red wine vinegar, potassium metabisulfite [a preservative], diluted with water to 5% acidity), Fresh Cilantro, Granulated Sugar, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Fresh Yellow Onion, Tabasco Hot Sauce (distilled vinegar, red pepper, salt), Ground Cumin",Wraps N Bowls,West,lunch,72
Salsa Guacamole,"Ingredients: Fresh Avocado, Fresh Tomatoes, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Yellow Onion, Fresh Jalapeno Pepper, Ancho Chili Concentrate (roasted red bell pepper puree [red peppers, water, salt, citric acid], onion puree, maltodextrin, vegetable oil [corn and/or canola oil], sugar, salt, seasoning [chili, ancho, and chipotle powder], palm oil, olive oil, spices, onion powder, 2% or less of modified cornstarch, garlic, yeast extract, citric acid), Fresh Cilantro, Ground Black Pepper, Fresh Garlic, Fresh Garlic, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Fresh Cilantro",Wraps N Bowls,West,lunch,73
Queso Fresco,"Ingredients: Queso Fresco (pasteurized grade a whole cow's milk, salt, enzymes and culture)",Wraps N Bowls,West,lunch,74
Shredded Iceberg Lettuce,Ingredients: Fresh Lettuce,Wraps N Bowls,West,lunch,75
Tortilla Chip,"Ingredients: Cajun Seasoning (garlic, spices [including paprika, oregano, red pepper], salt, and onion), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Gluten-Free 6"" Corn Tortilla (whole grain corn, water, contains 2% or less of: cellulose gum, guar gum, enzymes, and propionic acid, benzoic acid and phosphoric acid [to maintain freshness])",Wraps N Bowls,West,lunch,76
Dragon Fruit Agua Fresca,"Ingredients: ""Ice Cubes"" (ingredient details unavailable at this time), Water, Frozen Red Dragon Fruit, Agave Nectar (organic agave nectar, water), Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate])",Wraps N Bowls,West,lunch,77
Mango-Lemon Agua Fresca,"Ingredients: Water, ""Ice Cubes"" (ingredient details unavailable at this time), Frozen Mango Chunks, Agave Nectar (organic agave nectar, water), Bottled Lemon Juice (filtered water, lemon juice concentrate, sodium bisulfite [preservative], sodium benzoate [preservative], lemon oil)",Wraps N Bowls,West,lunch,78
Horchata,"Ingredients: Whole Milk (milk and vitamin d3), Jasmine Rice ([thai hom mali jasmine rice]), Water, Granulated Sugar, Pure Maple Syrup (100% pure grade ""a"" dark robust taste maple syrup), Cinnamon Sticks",Wraps N Bowls,West,lunch,79
Chipotle Shrimp,"Ingredients: Fresh Bell Pepper, Fresh Garlic, White Shrimp (shrimp, water, salt and sodium tripolyphosphate [to retain moisture]), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Bottled Lemon Juice (filtered water, lemon juice concentrate, sodium bisulfite [preservative], sodium benzoate [preservative], lemon oil), Chipotle Pepper in Adobo Sauce (water, tomato paste, dried chipotle peppers, distilled vinegar, corn oil, contains 2% or less of iodized salt [contains potassium iodate], corn starch, onion powder, garlic powder, spices), Fresh Parsley, Tabasco Hot Sauce (distilled vinegar, red pepper, salt), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Wraps N Bowls,West,lunch,80
Achiote Chicken ,"Ingredients: Halal Chicken Thigh ((boneless skinless thigh meat)), Orange Juice (100% orange juice from concentrate contains pure filtered water, premium concentrated orange juice, ascorbic acid [vitamin c]**. **ingredient not found in regular orange juice from concentrate), Achiote Paste (water, corn flour, annatto seed, salt, garlic, spices, acetic acid and sodium benzoate as preservative [MAY CONTAIN SESAME SEEDS]), Fresh Jalapeno Pepper, Fresh Cilantro, Fresh Garlic, Ground Black Pepper, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps])",Wraps N Bowls,West,dinner,140
Carne Asada,"Ingredients: Top Round (beef), Apple Cider Vinegar (apple cider vinegar,  distilled vinegar from grain, natural flavor with caramel color, diluted with water to a uniform pickling and table strength of 5% [50 grains] acidity), Orange Juice (100% orange juice from concentrate contains pure filtered water, premium concentrated orange juice, ascorbic acid [vitamin c]**. **ingredient not found in regular orange juice from concentrate), Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Dried Oregano, Fresh Garlic, Ground Black Pepper, Ground Cumin, Light Soy Sauce (water, soybeans, wheat, salt, lactic acid, sodium benzoate: less than 1/10 of 1% as a preservative)",Wraps N Bowls,West,dinner,141
Streets Cumin Roasted Vegetables,"Ingredients: Fresh Broccoli, Fresh Yellow Squash, Fresh Zucchini, Fresh Yellow Onion, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Garlic, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Cumin",Wraps N Bowls,West,dinner,142
Cilantro-Lime Brown Rice,"Ingredients: Water, Whole Grain Brown Rice ((long grain parboiled brown rice)  ), Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Low-Sodium Gluten-Free Vegetable Base (sauteed vegetable puree mix [carrots, onions, celery], salt, sugar, maltodextrin, corn oil, 2% or less of yeast extract, water, potato starch, xanthan gum, natural flavors, carrot juice concentrate), Fresh Cilantro, Ground Black Pepper",Wraps N Bowls,West,dinner,143
Sauteed Onions,"Ingredients: Fresh Yellow Onion, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Wraps N Bowls,West,dinner,144
Black Beans,"Ingredients: Water, Dried Black Beans",Wraps N Bowls,West,dinner,145
Pinto Beans,"Ingredients: Water, Dried Pinto Beans",Wraps N Bowls,West,dinner,146
Pico De Gallo,"Ingredients: Fresh Tomatoes, Fresh Yellow Onion, Fresh Jalapeno Pepper, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Fresh Garlic, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Fresh Cilantro",Wraps N Bowls,West,dinner,147
Chili Lime Corn Salad,"Ingredients: Frozen Corn Kernels, Mayonnaise (soybean oil, distilled vinegar, egg yolk, high fructose corn syrup, contains less than 2% of salt, water, mustard seed, calcium sodium edta [to protect flavor]), Scallion, Fresh Cilantro, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Granulated Sugar, Dark Chili Powder (chili pepper, spices, salt, silicon dioxide [to make free flowing] and garlic), Fresh Lime, Fresh Garlic, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Wraps N Bowls,West,dinner,148
Streets Crema,"Ingredients: Sour Cream (cultured milk and cream, modified corn starch, guar gum, sodium citrate, carrageenan, locust bean gum, enzymes), Water, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps])",Wraps N Bowls,West,dinner,149
